Unnamed: 0,Unnamed: 0.1,名称,别名,Taste,Type,Function,Effect,摘自,Unnamed: 9
129,129,白松塔,松塔、松球、松果、椁树核桃、蛇皮松果、白松果,温、苦,missing,止咳、平喘、祛痰,慢性气管炎、咳嗽、气短、吐白沫痰,中华本草,missing
130,130,白术,山蓟、杨枹蓟、术、山芥、天蓟、山姜、山连、山精、乞力伽、冬白术,温、苦、甘,胃、脾,安胎、止汗、利水、益气、燥湿、健脾,脾气虚弱、神疲乏力、食少少腹胀、大便溏薄、水饮内停、小便不利、水肿、痰饮眩晕、温痹酸痛、气虚自汗、胎动不安,中华本草,missing
131,131,白薯莨,白米茹粮、山仆薯、山薯、板薯、地遍、山朴薯、大力王,寒、苦、辛、毒,missing,清热解毒消肿,痈疽肿毒、梅毒、下疳、跌打肿痛,中华本草,missing
132,132,白首乌,隔山消、白何乌、白何首乌、隔山撬、白木香、野蕃薯、一肿三消、和平参、山花旗、张果老,平、苦,胃、脾、肾、肝,强筋骨、疗疮、消食、解毒、益精血、补肝肾、健脾,腰膝酸软、阳痿遗精、头晕耳鸣、心悸失眠、食欲不振、小儿疳积、产后乳汁稀少、疮痈肿痛、毒蛇咬伤,中华本草,missing
133,133,白石脂,白符、随、白陶土、高岭土,平、甘、酸、毒,肺、大肠,固脱、敛疮、收湿、涩肠、止血,久泻、久痢、崩漏带下、遗精、疮疡不敛,中华本草,missing
134,134,白石榴花,missing,平、甘、酸,肺,涩肠、止血,久痢、便血、咳血、衄血、吐血,中华本草,missing
135,135,白石榴根,missing,温、苦、涩,missing,除湿、杀虫、祛风,风湿痹痛、蛔虫、绦虫、姜片虫病,中华本草,missing
136,136,白石花,石花、石衣、蛤蟆皮,凉、甘,肝,凉血、明目、解毒、益精,目暗不明、崩漏、外伤出血、疮毒、顽癣,中华本草,missing
137,137,白升麻,missing,凉、辛,肺,解表、升阳、清热,风热头痛、水泻,中华本草,missing
138,138,白芍,白芍药、金芍药。,寒、苦、酸,脾、肝,缓急、养血和营、止痛、敛阴平肝,月经不调、经行腹痛、崩漏、自汗、盗汗、胁肋脘腹疼痛、四肢挛痛、头痛、眩晕,中华本草,missing
139,139,白山苔,missing,寒、苦、辛,胃、肝,调经、活血、化痰、止咳,月经不调、胃溃疡、咳嗽多痰,中华本草,missing
140,140,白山蓼,missing,温、辛,missing,消食、化滞、止泻,消化不良、腹泻,中华本草,missing
141,141,白沙糖,石蜜、白糖、糖霜、白霜糖,平、甘,肺、脾,和中、缓急、润燥、生津,中虚腹痛、口干燥渴、肺燥咳嗽,中华本草,missing
142,142,白沙蒿,扑勒蒙、籽蒿、白砂蒿、油砂蒿,温、辛,missing,理气、解毒、通便,大便不通、腥胀腹痛、肋腺炎、扁桃体炎、痈肿疮疖,中华本草,missing
143,143,白沙虫药,痢药、方茎紫苏、鸡苏、假荨麻、烂脚草、臭蒿子,温、辛,missing,理气、利湿、解毒,痢疾腹痛、脚癣,中华本草,missing
144,144,白乳菇,羊脂菌、辣味乳菇、白奶浆菌、板栗菌、白蘑菇、石灰菌,温、苦、辛,missing,活络、舒筋、散寒、祛风,腰腿疼痛、手足麻木、筋骨不舒、四肢抽搐,中华本草,missing
145,145,白屈菜根,小人血七,温、苦、涩,脾、肾、肝,散瘀、解蛇毒、止痛、止血,劳伤瘀血、脘痛、月经不调、痛经、蛇咬伤,中华本草,missing
146,146,白屈菜,地黄连、牛金花、土黄连、八步紧、断肠草、山西瓜、雄黄草、山黄连、假黄连、小野人血草、黄汤子、胡黄连、小黄连。,凉、苦、毒,肺、心、肾,解毒、利尿、止咳、镇病,胃痛、腹痛、肠炎、痢疾、慢性支气管炎、百日咳、咳嗽、黄疸、水肿、腹水、疥癣疮肿、蛇虫咬伤,中华本草,missing
147,147,白枪杆根,missing,寒、苦,missing,利尿、通便、清热,热淋、石淋、热结便秘,中华本草,missing
148,148,白枪杆,根根药,凉、苦、涩,missing,驱虫、消食、截疟,疟疾、虫积腹痛、消化不良,中华本草,missing
149,149,白前,石蓝、嗽药、柳叶白前、水杨柳、大鹤瓢、水柳、芫花叶白前、溪瓢羹、消结草、乌梗仔、蜜白前、炒白前、鹅管白前,温、甘、辛、毒,肺,泻肺降气、下痰止嗽,主冶肺气壅实之咳嗽痰多、气逆喘促、胃脘疼痛、儿疳积、跌打损伤,中华本草,missing
150,150,白千层油,missing,平、辛,心、胃、肝,通络、止痛、杀虫、理气、祛风,风湿痹痛、拘挛麻木、脘腹胀痛、牙痛、头痛、疝气痛、跌打肿痛、疥疮,中华本草,missing
151,151,白千层叶,missing,凉、辛,missing,止痛、利湿、止痒、祛风,感冒发热、风湿骨痛、腹痛泄泻、风疹、温疹,中华本草,missing
152,152,白婆婆纳,missing,凉、苦,missing,鲜毒凉血、止血、清热,痈疖红肿、血热出血,中华本草,missing
153,153,白皮柯,野槟榔,温、苦、涩,missing,消食、杀虫,食积腹胀、虫积腹痛,中华本草,missing
154,154,白皮,牛千斤。,平、涩,肝,生肌、止血,刀伤出血,中华本草,missing
155,155,白牛膝,太极草、狗夺子、藤牛膝、短瓣石竹、狗京蔓、土牛膝、抽筋草、扣仁荡、生烟叶、松筋藤,平、苦、甘,脾、肝,解毒、活血、消肿、通淋、泄浊、化瘀,血瘀痛经、经闭、倒经、症瘕结块、热淋、血淋、白浊、白带、痹痛入络、经脉拘挛、跌打损伤、痈肿疮毒、乳蛾、白喉,中华本草,missing
156,156,白牛尾七,印度大黄、山大黄、牛尾七、大岩七,寒、苦、甘,missing,生肌、解毒、止血、清热,肺热咳嗽、咽喉肿痛、痈疮肿毒、便血、外伤出血,中华本草,missing
157,157,白牛胆根,山白芷、土白芷、小茅香、黑骨风、寻骨风、铁杆香、白面风根,温、甘、辛,missing,行气、定喘、止痛、止咳、散寒、祛风,风寒感冒、咳嗽、哮喘、头痛、牙痛、胃痛、疝气、风湿痹痛、跌打损伤、月经不调、白带肾炎水肿,中华本草,missing
158,158,白牛胆,毛老虎、猪耳风、大力黄、大力王、白叶菊、大刀药、白背风、白羊风、白羊耳、华耳木、金边草、上大黄、过山香、大麻香、毛柴胡、白面风、土蒙花、羊耳茶、毛茶、白头翁、飞扬药、观音茶、羊仔耳、白面猫子骨、壮牛浪、八面风、蜡毛香、羊耳风,温、苦、甘、辛,missing,解毒、行气、利湿、消肿、散寒、祛风,风寒感冒、咳嗽、风湿痹痛、泄痢、肝炎、乳腺炎、痔疮、湿疹、疥癣,中华本草,missing
159,159,白尼参,missing,温、甘,肾,补肾,水肿,中华本草,missing
160,160,白楠木,美人柴、粘柴,凉、甘、辛,missing,解毒、润燥、通便、清热,烫伤、大便秘结,中华本草,missing
161,161,白木,野黄皮、鸡卵黄、小柑、小郎伞、搽散、野辣椒。,温、苦、辛,肾、肝,散瘀、活血、行气、止痛,胸痹、跌打肿痛、骨折、扭伤、风湿痹痛、候痛、毒蛇咬伤,中华本草,missing
162,162,白梅,盐梅、霜梅、白霜梅。,平、咸、涩、酸、毒,肾、肝,除痰开噤、消疮、止血、涩肠止泻、利咽生津,咽喉肿痛，烦渴呕恶，久泻久痢，便血，崩漏，中风惊痫，梅核气，痈疽肿毒，外伤出血,中华本草,missing
163,163,白茅针,茅苗、茅笋、茅针、茅锥、茅蜜、茅荑、茅揠、茅芽。,平、甘,missing,止血、解毒,衄血、尿血、大便下血、外伤出血、疮痈肿毒,中华本草,missing
164,164,白茅花,菅花、茅花、茅盔花、茅针花。,温、甘,missing,止血、定痛,吐血、衄血、刀伤,中华本草,missing
165,165,白茅根,茅根、兰根、茹根、地菅、地筋、兼杜、白茅菅、白花茅根、丝茅、万根草、茅草根、地节根、坚草根、甜草根、丝毛草根、寒草根,寒、甘,肺、心、胃、膀胱,凉血、利尿、通淋、生津、止血、清热,血热出血、热病烦渴、胃热呕逆、肺热喘咳、小便淋沥涩痛、水肿、黄疸,中华本草,missing
166,166,白毛夏枯草,雪里青、见血青、白头翁、退血草、散血草、白夏枯草、散血丹、白毛串、白喉草、四季春草、大叶刀焮草、白调羹、朋花、雪里开花、青石藤、一盏灯、野鹿衔花、天青地红、叶下红、爬爬草、活血草、地龙胆、筋骨草、苦草、苦胆草、四服春、大本四时春、七层宝塔、小将军、透滑消、蚊毒草、大叶退焮草,寒、苦、甘,肺、肝,解毒、凉血、散血、化痰、止咳、清热,咽喉肿痛、肺热咳嗽、肺痈、目赤肿痛、痢疾、痈肿疔疮、毒蛇咬伤、跌打损伤,中华本草,missing
167,167,白毛委陵菜,missing,凉、苦、酸,肾、肝,凉血、止血,崩漏、鼻衄,中华本草,missing
168,168,白毛藤根,排风藤根,平、苦、辛,missing,解毒、止痛、消肿、清热,风炎牙痛、头痛、瘰疬、痔漏,中华本草,missing
169,169,白毛藤,苻、彀菜、鬼目草、白草、白幕、排风、排风草、天灯笼、和尚头草、望冬红、酸尖菜、排风藤、土防风、耳坠风、金线绿毛龟草、葫芦草、毛见藤、毛老人、红道士、毛和尚、野猫耳朵、胡毛藤、羊仔耳、生毛稍、龙毛龟、毛燕仔、红麦禾、蜀羊泉、毛相公、望风藤、毛千里光、毛秀才、鹰咬豆子、毛道士、毛葫芦、葫芦藤,寒、苦、甘、毒,胆、肾、肝,解毒、利湿、消肿、清热,湿热黄疸、胆囊炎、胆石症、肾炎水肿、风湿关节痛、妇女湿热带下、小儿高热惊搐、痈肿瘰疬、湿疹瘙痒、带状疱疹,中华本草,missing
170,170,白毛蛇,草石蚕、石蚕、石奇蛇、石祁蛇、白伸筋、石伸筋、白毛岩蚕、岩蚕、老鼠尾、墙蛇、石蚯蚓、飞线蜈蚣、石岩蚕、白花石蚕、毛石蚕、白毛骨碎补、白毛阴石蕨、地蜈蚣、石母、树蕨蕨、石上蚂蟥、马骝尾、阴地蕨、白毛伸筋,凉、苦、甘,missing,除湿、解毒、通络、活血、清热、祛风,肺热咳嗽、咽喉肿痛、风火牙痛、疖肿、带状疱疹、风湿痹痛、湿热黄疸、淋浊、带下、腰肌劳损、跌打骨折,中华本草,missing
171,171,白马鬃铃花,missing,温、酸、毒,missing,止咳、固精,久咳、遗精,中华本草,missing
172,172,白马阴茎,白马茎。,温、咸、甘,肾,补肾阳、益精气,肾虚阳痿、精亏不育、虚弱赢弱,中华本草,missing
173,173,白马骨,路边金、满天星、路边鸡、六月冷、曲节草、路边荆、鱼骨刺、光骨刺、过路黄荆、硬骨柴、天星木、凉粉草、细牙家、白点秤、鸡骨头草、鸡脚骨、路边姜、白金条、鸡骨柴、千年勿大、白马里梢、野黄杨树、米筛花、冻米柴、月月有、朱米雪、坐山虎、千年树、白花树、铁线树、黄羊脑、五经风、鸡骨头柴,凉、苦、辛、毒,脾、肝,祛风、解毒、利湿、清热,感冒、黄疸型肝炎、肾炎水肿、咳嗽、喉痛、角膜炎、肠炎、痢疾、腰腿疼痛、咳血、尿血、妇女闭经、白带、小儿疳积、惊风、风火牙痛、痈疽肿毒、跌打损伤,中华本草,missing
174,174,白螺蛳壳,白螺壳、鬼眼睛,平、甘、淡,肺、心、胃,化痰、和胃、敛疮,痰热咳嗽、反胃、胃痛、吐酸、瘰疬、溃疡、烫伤、疳疮,中华本草,missing
175,175,白绿叶果实,missing,平、甘、酸,missing,消积、止泻、利湿,腹泻、小儿疳积、急性肾炎,中华本草,missing
176,176,白绿叶,羊奶果、羊肋树、天青地白、羊奶奶、小羊奶果。,平、甘、淡、酸,肺、膀胱、肾,平喘、排石、利湿、通淋、止咳、清热,慢性肾炎、肾结石、尿路感染、黄疸型肝炎、慢性支气管炎、支气管哮喘、胃痛,中华本草,missing
177,177,白龙穿彩,白龙昌菜、白花益母草、白龙串彩,平、苦、辛,missing,调经、利水、活血、清热,产后腹痛、月经不调、急性肾炎、乳腺炎、丹毒、疖肿、脓疮,中华本草,missing
178,178,白铃子,一面锣、小一面锣,凉、苦、甘,missing,利湿、止血、清热,淋证、白浊、白带、崩漏,中华本草,missing
179,179,白淋草,接骨风,凉、淡,missing,散瘀、解毒、敛疮、消肿,跌打损伤、烧烫伤,中华本草,missing
180,180,白粱米,白米,寒、甘,胃、脾,和中除烦止渴、益气,胃虚呕吐、烦渴,中华本草,missing
181,181,白蔹子,missing,寒、苦,脾、肝,消痈、清热,温疟、热毒痈肿,中华本草,missing
182,182,白蔹,兔核、白根、昆仑、猫儿卵、鹅抱蛋、见肿消、穿山老鼠、白水罐、山地瓜、铁老鼠、母鸡带仔、老鼠瓜薯、山栗子、人卦牛、白浆罐、野红薯、地老鼠、野着薯、母鸡抱蛋。,寒、苦、辛,肺、心、脾、肝,生肌、解毒、散结、敛疮、止痛、清热,疮疡肿毒、瘰疬、烫伤、湿疮、温疟、惊痫、血痢、肠风、痔漏、白带、跌打损伤、外伤出血,中华本草,missing
183,183,白栎蔀,白栎蒲,平、苦、涩,missing,消积、解毒、明目、理气,疳积、疝气、泄泻、痢疾、火眼赤痛、疮疖,中华本草,missing
184,184,白冷草,痨伤药、冷水七、冷水丹、红冷草。,温、苦、辛,missing,理气活血止痛,风湿性关节炎、跌打肿痛,中华本草,missing
185,185,白簕枝叶,白茨叶、白勒远,寒、苦、辛,missing,除湿、解毒、敛疮、活血、消肿、清热,感冒发热、咳嗽胸痛、痢疾、风湿痹痛、跌打损伤、骨折、刀伤、痈疮疔疖、口疮、湿疹、疥疮、毒虫咬伤,中华本草,missing
186,186,白郎花,missing,凉、苦、辛,missing,行气、活血,跌打损伤、五劳七伤,中华本草,missing
187,187,白蓝翠雀花,missing,寒、苦,大肠、胃,燥湿、清热,痢疾、肠炎,中华本草,missing
188,188,白兰花叶,missing,平、苦、辛,missing,化痰、利尿、止咳、清热,泌尿系感染、小便不利、支气管炎,中华本草,missing
189,189,白兰花,白缅花、白木兰、黄桷兰、缅桂花,温、苦、辛,missing,行气、止咳、化湿,胸闷腹胀、中暑、咳嗽、前列腺炎、白带,中华本草,missing
190,190,白辣蓼,蓼子草、马蓼、假长尾叶蓼、假长尾蓼、山蓼,温、辛,大肠、胃、肝,除湿、解毒,肠炎、菌痢、无名肿毒、阴疳、瘰疬、毒蛇咬伤、风湿痹痛,中华本草,missing
191,191,白蔻,missing,温、辛,missing,行气、开胃,胃脘疼痛、消化不良,中华本草,missing
192,192,白克马叶,missing,寒、苦、甘,肺、大肠,止咳、润肺、生津,肺燥咳嗽、干咳无痰、口燥咽干,中华本草,missing
193,193,白酒草,刀口药、酒药草、小白酒草、石青菜、毛青菜、毛柴胡、山地菊,寒、苦、辛,missing,止痛、化痰、清热、祛风,肋膜炎、肺炎、咽喉肿痛、小儿惊风,中华本草,missing
194,194,白九股牛,九股牛、松皮九股牛、牛尾独活、蜜油参、牛角七,平、甘、辛,missing,补中、托毒、益气、消肿,气虚头晕、耳鸣、慢性淋巴腺炎、疮痈久不溃、慢性化脓性骨髓炎,中华本草,missing
195,195,白芥子,辣菜子,温、辛,肺、心、心包、胃、脾、肝,逐饮、散结、化痰、消肿,咳喘痰多、胸满胁痛、肢体麻木、关节肿痛、湿痰流注、阴疽肿毒,中华本草,missing
196,196,白芥,胡芥、蜀芥、辣菜、白辣菜。,温、辛,肺,利气、温中、化痰、散寒,脘腹冷痛、咳嗽痰喘,中华本草,missing
197,197,白接骨,玉龙盘、无骨苎麻、玉梗半枝莲、玉接骨、血见愁、玉钱草、麒麟草、玉连环、接骨丹、接骨草、猢狲节根、金不换、橡皮草、华阿西达、小阿西达、蛀木虫,凉、苦、淡,肺,续筋、解毒、接骨、利尿、消肿、止血、化瘀、清热,吐血、便血、外伤出血、跌打瘀肿、扭伤骨折、风湿肢肿、腹水、疮疡溃烂、疖、肿、咽喉肿痛,中华本草,missing
198,198,白降丹,降丹、降药、水火丹,热、辛、毒,脾,蚀腐、溃脓、消痈、杀虫,痈疽发背、疔疮、瘰疬、脓成不溃、腐肉难消、风癣疥癞,中华本草,missing
199,199,白暨豚,白旗、白鳍、白鳍豚、白江猪,寒、苦、咸,肺、心,清热、解毒、镇咳,咳嗽、烧、烫伤等症,中华本草,missing
200,200,白及,甘根、连及草、臼根、白给、冰球子、白鸟儿头、地螺丝、羊角七、千年棕、君求子、一兜棕、白鸡儿、皲口药、利知子,寒、苦、涩、甘,肺、胃,生肌、消肿、收敛、止血,咯血、吐血、衄血、便血、外伤出血、痈疮肿毒、烫灼伤、手足皲裂、肛裂,中华本草,missing
201,201,白鸡肫,missing,寒、苦、涩、毒,missing,凉血、止血,血热鼻衄,中华本草,missing
202,202,白鸡屎藤,飞龙接骨、青龙跌打。,寒、苦,胆、脾、肝,解毒、利湿、消肿、清热,湿热痢疾、痈肿疔疮、湿疹瘙痒、毒蛇咬伤,中华本草,missing
