Name,Label,Other_Name,Taste,Type,Effect,Treat
角叉菜,0,鹿角菜,甘、咸、寒,大肠、胃,清热、解毒、和胃、通便,"['咽喉肿痛', '跌打损伤', '感冒寒热', '痄腮', '胃脘疼痛', '肠燥便秘']"
水棉花,0,满天星、花升麻、绿升麻、野棉花、五匹马,苦、涩、寒,大肠、心、胃,清热、除湿、活血、祛瘀,"['痢疾', '淋病', '风湿性关节痛']"
瓣蕊唐松草,0,花唐松草、马尾黄连、肾叶唐松草、唐松草,苦、寒,肝、胃、大肠,清热、解毒,"['赤白痢疾', '痈肿疮疖', '浸淫疮']"
瓜蒌子,0,0,甘、寒,肺、胃、大肠,润肺、化痰、滑肠、通便,"['燥咳痰黏', '肠燥便秘']"
瓜蒌,0,天撤、苦瓜、山金匏、药瓜皮,甘、微苦、寒,肺、胃、大肠,清热、涤痰、宽胸、散结、润肠,"['肺热咳嗽', '痰浊黄稠', '胸痹心痛', '乳痈', '肺痈', '肠痈肿痛']"
鸭脚黄边,0,水黄边、五角连,苦、寒,脾、大肠、肝,清热、解毒、利湿,"['湿热痢疾', '泄泻璜 疸', '水肿', '火眼目赤肿痛']"
北豆根,0,黄条香、黄根、汉防己、防己藤、山地瓜秧、蝙蝠葛根、北山豆根、马串铃、狗骨头、野豆根、山豆根、黄条香苦豆根、山豆秧根,苦、寒,肺、胃、大肠,清热、解毒、祛风、止痛,"['咽喉肿痛', '肠炎痢疾', '风湿痹痛']"
瘤毛獐牙菜,0,獐牙菜、当药、紫花当药,苦、寒,肝、胃、大肠,泻火、解毒、利湿、健脾,"['湿热黄疸', '痢疾', '胃炎', '消化不良', '火眼', '牙痛', '口疮', '疮毒肿痛']"
菰米,0,雁膳、菰粱、安胡、蒋实、茭米、黑米、雕胡米、雕菰、茭白子、菰实,甘、寒,胃、大肠,除烦、止渴、和胃、理肠,"['心烦', '口渴', '大便不通', '小便不利', '小儿泄泻']"
雷丸,0,竹苓、雷实、竹铃芝、雷矢、竹林子、木连子,苦、寒,胃、大肠,消积、杀虫,"['虫积腹痛', '疳疾', '风痫']"
白头翁,0,毛姑朵花、老婆子花、老公花、野丈人、胡王使者、白头公,苦、寒,胃、大肠,清热、凉血、解毒,"['热毒血痢', '温疟寒热', '鼻衄', '血痔']"
栝楼,0,果裸、王菩、地楼、泽巨、泽冶、王白、天瓜、萯、瓜葵、泽姑、黄瓜、天圆子、柿瓜、野苦瓜、杜瓜、大肚瓜、药瓜、鸭屎瓜、瓜蒌、狗苦瓜、山金匏、大圆瓜、吊瓜,甘、苦、寒,肺、胃、大肠,清热、化痰、宽胞、散结、润燥、滑肠,"['肺热咳嗽', '胸痹', '消渴', '便秘', '痈肿疮毒']"
山乌桕根,0,山柳、山柳乌桕、红心乌桕,苦、寒,脾、肾、大肠,利水、通便、去瘀、消肿,"['大便秘结', '白浊', '跌打损伤', '蛇咬伤', '痔疮', '皮肤湿痒']"
苦参实,0,苦参子、苦豆,苦、寒,肝、脾、大肠,清热、解毒、通便、杀虫,"['急性菌痢', '大便秘结', '蛔虫症']"
甜瓜子,0,甘瓜子、甜瓜仁、甜瓜瓣,甘、寒,肺、胃、大肠,散结、消瘀、清肺、润肠,"['腹内结聚', '肠痈', '咳嗽口渴']"
蕨根,0,蕨鸡根、乌角、小角、蕨粉,甘、寒,肺、肝、脾、大肠,清热、利湿,"['黄疸', '白带', '泻痢腹痛', '湿疹']"
金星草,0,金钏草、大金星凤尾、凤尾草、石韦、牛舌蕨,苦、寒,心、大肠、小肠、脾,清热、凉血、解毒,"['痈疡', '肿毒', '瘰疬', '恶疮', '暴赤火眼', '淋病', '肠风']"
金冠鳞毛蕨,0,贯众,苦、寒,心、肝、脾、大肠,清热、解毒、止血、散瘀,"['热毒斑疹', '金疮', '产后血气胀痛', '崩漏', '带下', '衄血', '痢疾']"
金刚一棵蒿,0,益母藤、东方发白、梭罗来、红天麻、公子天麻,酸、微苦、寒,心、肝、脾、大肠,清热、解毒、调经、止血、收敛、固脱,"['湿热黄疸', '下痢脓血', '疮痈肿毒', '毒蛇咬伤', '月经不调', '崩漏', '子宫脱垂', '脱肛']"
绿矾,0,青矾、皂矾、绛矾、滥矾、水绿矾、皂荚矾,酸、寒,肺、肝、脾、大肠,除湿、解毒、收敛、止血,"['黄疸', '贫血', '胃肠出血', '外用湿疹疥癣', '口疮']"
落葵,0,藤罗菜、藤七、红藤菜、藤菜、滑菜果、潺菜、寸金丹、胭脂菜、胭脂豆、软姜子、粘藤、白虎下须、猴子七、薛葵、蘩露、承露、天葵、藤葵、胡燕脂、藤儿菜、滑藤、西洋菜、御菜、燕脂菜、紫草、燕脂豆、木耳菜、藤露、紫葵、紫豆藤、软藤菜、滑腹菜、红鸡屎藤、葵、繁露、染绛子、荞菜七、篱笆菜、软姜菜,甘、酸、寒,心、肝、脾、大肠、小肠,0,"['清热', '滑肠.凉血', '解毒', '大便秘结', '小便短涩', '痢疾', '便血', '斑疹', '汀疮']"
蕨,0,蕨菜、如意菜、狼萁、虌、蕨萁、龙头菜、鳖脚、山凤尾、如意草、荒地蕨、松耕蕨、三叉蕨、蕨儿菜、猫爪子、高沙利、松耕藏、鳖、蕨猫草、粉蕨、山甲萁、乌糯葛萁、小金毛狗脊、甜蕨、米蕨,甘、寒,肝、胃、脾、大肠,清热、滑肠、降气、化痰,"['食隔', '气隔', '肠风热毒']"
芒小米草,0,0,苦、寒,肺、脾、大肠,清热、解毒,"['咽喉肿痛', '肺炎咳嗽', '口疮痈疾']"
假木豆,0,千斤拔、野蚂蝗、曱甴草、野马蝗、千金不藤、或打、甲由草、假绿豆、白毛千斤拔,辛、甘、寒,肺、脾、大肠、肾,清热、凉血、强筋、壮骨、健脾、利湿,"['喉痛', '腹泻', '跌打损伤', '骨折', '内伤吐血']"
桐叶千金藤,0,毛千金藤,辛、苦、寒,肺、胃、大肠、膀胱,清热、解毒、祛风湿、止痛,"['痈疖疮毒', '咽喉肿痛', '痄腮', '风湿痹痛', '痢疾', '头痛', '胃痛', '劳伤疼痛']"
白蓝翠雀花,0,0,苦、寒,胃、大肠,清热、燥湿,"['痢疾', '肠炎']"
苦菜,0,败酱草[东北]、苦叶苗、活血草、苦丁菜、苦麻菜、小苦苣、黄鼠草、荼、芑、荼草、选、游冬、野苦马、青菜、紫苦菜、堇菜、苦苣、苦荬、天香菜、老鸦苦荬、滇苦菜、苦马菜,苦、寒,心、脾、胃、大肠,清热、凉血、解毒,"['痢疾', '黄疸', '血淋', '痔瘘', '疔肿', '蛇咬']"
千金藤,0,小青藤、铁板膏药、金线钓乌龟、粉防己、公老鼠藤、野桃草、爆竹消、金线吊青蛙、朝天药膏、合钹草、土番薯、野薯藤、金盆寒药、山乌龟、金丝荷叶、天膏药,苦、寒,肺、脾、大肠,清热、解毒、祛风、利湿,"['疟疾', '痢疾', '风湿痹痛', '水肿', '淋浊', '咽喉肿痛', '痈肿', '疮疖']"
三白草根,0,三白根、塘边藕、地藕、百节藕、过塘藕、水莲藕、白莲藕、九节藕、天性草根,甘、辛、寒,脾、大肠、膀胱,利水、除湿、清热、解毒,"['脚气胫肿', '淋浊', '带下', '痈肿', '疥癣']"
虎耳草,0,石荷叶、狮子耳、耳聋草、金丝荷叶、金丝吊芙蓉、金线吊芙蓉、老虎耳、系系叶、天荷叶、丝棉吊梅、猪耳草、狮子草、金钱荷叶、金线莲、石丹药、佛耳草、丝丝草、蟹壳草、搽耳草、猫耳朵、耳朵草、红丝络、红线草、红线绳、水耳朵、月下红、金丝草、耳朵红、铜钱草、倒垂莲,苦、辛、寒,肺、脾、大肠,清热、解毒,"['小儿发热', '咳嗽气喘', '外用中耳炎', '耳廓溃烂', '疔疮', '疖肿', '湿疹']"
百解藤,0,金线风、凉粉藤、寄山龙、山豆根、青藤仔、蛤仔藤、金锁匙、独脚乌柏,苦、寒,肺、大肠、肝,清热、解毒、祛风、止痛、利水、通淋,"['风热感冒', '咳嗽', '咽喉肿痛', '白喉', '风火牙痛', '肠炎', '痢疾', '尿路感染及尿路结石', '风湿疼痛', '疮疡肿毒', '毒蛇咬伤']"
鞭叶耳蕨,0,0,苦、寒,心、肝、大肠,清热、解毒,"['乳痈', '疖肿', '肠炎']"
王瓜根,0,吊瓜、土瓜、苦瓜莲、土瓜根、堵拉、耗子枕头、土花粉、山苦瓜、赤雹子、马雹儿子、土瓜仁,苦、寒,大肠、胃,泻热、生津、破血、消瘀,"['热病炳渴', '黄疸', '热结便秘', '或小便不利', '经闭', '症癖', '痈肿']"
侧柏叶,0,扁柏、香柏、柏树、柏子树、柏叶、丛柏叶、扁柏叶,苦、涩、寒,肺、肝、大肠,凉血、止血、生发、乌发,"['吐血衄血', '咯血', '便血', '崩漏下血', '血热脱发', '须发早白']"
番泻叶,0,泻叶、旃那叶、泡竹叶,甘、苦、寒,大肠,泻热、导滞,"['热结便秘', '积滞腹胀']"
黄矾,0,金线矾、鸡矢矾、鸡屎矾,酸、涩、咸、寒,肝、大肠,解毒、杀虫、敛疮,"['痔瘘', '恶疮', '疥癣', '聤耳出脓']"
粪箕笃,0,犁壁藤、千金藤、田鸡草、铁板膏药草、蛤乸草、雷砵嘴、畚箕草、飞天雷公、雷林嘴、戽斗藤、铁板膏药、青蛙藤,苦、寒,肝、胆、大肠,清热、解毒、利湿、通便、消疮、消肿,"['热病发狂', '黄疸', '胃肠炎', '痢疾', '便秘', '尿血', '疮痈肿毒']"
凤尾草,0,鸡脚草、金鸡尾、井口边草、井边凤尾、井栏草、凤尾蕨、五指草、小金星风尾、铁脚鸡、山鸡尾、井茜、井阑草、石长生、凤凰草、井边茜、旋鸡头、阉鸡尾、野鸡尾、青蕨、百脚草、龙须草、腊肾草、百脚鸡、金鸡爪、井口鸡胶舌、井栏茜、小叶凤尾草、小风尾、小金星凤尾、小凤尾、小金星凤尾草、乌脚鸡、线鸡尾、双凤尾、小凤尾草、九把连环剑、鸡爪莲、背阴草,淡、微苦、寒,大肠、心、肝,清热、利湿、凉血、止血、消肿、解毒,"['黄疸型肝炎', '肠炎', '菌痢', '淋浊', '带下', '吐血', '衄血', '便血', '尿血', '扁桃体炎', '腮腺炎', '痈肿疮毒', '湿疹']"
腐婢,0,土常山、臭娘子、臭常山、凉粉叶、铁箍散、六月冻、臭黄荆、观音柴、虱麻柴、臭茶、小青树、糯米糊、捏担糊、墨子稔、豆腐木,苦、微辛、寒,肝、大肠,清热、消肿,"['疟疾', '泻痢', '痈', '疔', '肿毒', '创伤出血']"
岗梅根,0,百解、土甘草、秤杆根、盆包银、点秤根、天星根、七星蔃、山梅根、糟楼星、金包银、上甘草、乌皮柴、西解柴,苦、甘、寒,肺、肝、大肠,清热、生津、活血、解毒,"['感冒', '头痛眩晕', '热病燥渴', '痧气', '热泻', '肺痈', '咳血', '喉痛', '痔血', '淋病', '痈毒', '跌打损伤']"
槐角,0,槐实、槐子、槐豆、槐连灯、九连灯、天豆、槐连豆、槐荚,苦、寒,肝、大肠,清热、泻火、凉血、止血,"['肠热便血', '痔肿出血', '肝热头痛', '眩晕目赤']"
功劳木,0,土黄柏、黄柏、黄天竹、鼠不爬、山黄柏、大叶黄连、十大功劳、伞把黄连、大老鼠黄、老鼠黄、老鼠刺、刺黄连、黄杨木、羊角莲、土黄芩、羊角黄连、八角羊、土黄连,苦、寒,大肠、肾、肺,清热、燥湿、解毒,"['肺热咳嗽', '黄疸', '泄泻', '痢疾', '目赤肿痛', '疮疡', '湿疹', '烫伤']"
铧头草,0,地黄瓜、青地黄瓜、烙铁草、犁头草、白花地下、宝剑草、长萼堇菜、翁域、犁嘴草、剪刀菜、紫花地丁、尼泊尔堇莱,辛、微苦、寒,大肠、心、肝,清热、解毒、散瘀、消肿,"['肠痈', '疔疮', '红肿疮毒', '黄疸', '淋浊', '目亦生翳']"
粗皮蛙,0,癞皮蛙,苦、咸、寒,肝、脾、大肠,清热、解毒,"['瘰疬', '痈疽', '脱肛']"
古山龙,0,黄藤、黄连藤、黄肚木通、黄胆榄、大黄藤、钩影、黄丁课、问更梅,苦、寒,心、肺、大肠,清热、利湿、泻火、解毒,"['肠炎', '菌痢', '黄疸', '疟疾', '疖肿', '湿疹', '阴道炎', '支气管炎', '百日咳', '扁桃体炎', '眼结膜炎']"
鳖胆,0,0,苦、寒,大肠,解毒、消肿,['痔漏']
狐四足,0,0,甘、寒,大肠,止血、疗痔,['痔漏下血']
冠果草,0,土紫菀、假菱角、水菱角,微苦、寒,心、肺、大肠、小肠,清热、利尿,"['冶肺炎咳嗽', '痢疾', '捣敷痈肿初起']"
鲎胆,0,鲎鱼胆,苦、寒,肺、大肠,祛风、杀虫,"['大麻风', '疥疮']"
黑石珠,0,三颗针、刺黄连、鸡脚刺、刺黄芩、刺黄檗,苦、寒,肝、大肠,清热、燥湿、泻火、解毒,"['湿热泄泻', '痢疾', '黄疸', '目赤肿痛', '外伤感染']"
黑面叶,0,黑面神、鬼划符、暗鬼木、青凡木、铁甲将军、夜兰茶、锅盖仔、四眼草、乌漆臼、青漆、山树兰、狗脚利、蚊惊树、夜兰、山夜兰、田中逵、四眼叶、老鸦写字、庙公仔、鸡肾叶、山村兰、山桂花、漆生草、猴写字、野甜菜,苦、寒,大肠、肝,清湿热、化瘀滞,"['腹痛吐泻', '疔毒', '疮疖', '湿疹', '皮炎', '漆疮', '鹤膝风', '跌打肿痛']"
番荔枝根,0,0,苦、寒,大肠,清热、解毒,['热毒血痢']
对叶林根,0,底线参、蕤参,寒、辛,大肠,杀虫,['蛔虫病']
豪猪肉,0,豪猪、豪彘、狟猪、鸾猪、蒿猪、山猪、壁水腧、獂騟、箭猪、刺猪、响铃猪,甘、寒,大肠、肝,润肠、通便,['大便不畅']
黄芩,0,山茶根、黄芩茶、土金茶根、腐肠、黄文、虹胜、经芩、印头、内虚、空肠、元芩、妒妇、子芩、宿芩、条芩、黄金条根,苦、寒,心、肺、胆、大肠,泻实、泻火、除湿热、止血、安胎,"['壮热烦渴', '肺热咳嗽', '湿热泻痢', '黄疸', '热淋', '吐', '衄', '崩', '漏', '目赤肿痛', '胎动不安', '痈肿疔疮']"
酢浆草,0,酸浆草、酸酸草、斑鸠酸、三叶酸、酸箕、三叶酸草、醋母草、鸠酸草、小酸茅、雀林草、酸浆、赤孙施、醋啾啾、田字草、雀儿草、酸母草、酸饺草、小酸苗、酸草、三角酸、雀儿酸、酸迷迷草、斑鸠草、酸味草、三叶酸浆、酸斑苋、咸酸草、酸酢草、酸啾啾、酸得溜、铺地莲、酸梅草、三叶破铜钱、黄花梅、满天星、黄花草、六叶莲、野王瓜草、王瓜酸、冲天泡、长血草、酸芝草、酸批子、东阳火草、水晶花、蒲瓜酸、鹁鸪酸、三梅草、老鸦酸,酸、寒,大肠、小肠,清热、利湿、解毒、消肿,"['感冒发热', '肠炎', '尿路感染', '尿路结石', '神经衰弱', '外用跌打损伤', '毒蛇咬伤', '痈肿疮疖', '脚癣', '湿疹', '烧烫伤']"
角茴香,0,山黄连、咽喉草、麦黄草、黄花草、雪里青、野茴香,苦、寒,肺、大肠、肝,清热、解毒,"['咽喉肿痛', '目赤']"
大叶马尾连,0,0,苦、寒,大肠、肝,清热、泻火、解毒,"['痢疾', '腹泻', '目赤肿痛', '湿热黄疸']"
春花胡枝子,0,0,苦、寒,大肠,清热、解毒,['急性阑尾炎']
火秧竻,0,霸王鞭、阿黎树、羊不揩、龙骨刺、火虹、火巷、美泽大戟、杨丫、金刚树、纯阳草、千年剑、火焰、臭松、苔哥刺、美泽大截、小青龙、紫木通、百步回阳、圆金刚、龙骨树、羊不挨,苦、寒,心、大肠,0,"['消肿', '通便', '杀虫.臌胀', '急性胃肠炎', '肿毒', '疥癞']"
胆木,0,乌檀、山熊胆、熊胆树、药乌檀、黄胆木、黄心木、树黄柏,苦、寒,肺、大肠、胆、膀胱,清热、解毒、消肿、止痛,"['感冒发热', '急性扁桃体炎', '咽喉炎', '支气管炎', '肺炎', '泌尿系感染', '肠炎', '痢疾', '胆囊炎', '外用乳腺炎', '痈疖脓肿']"
大叶金花草,0,野黄连、水黄连、牙齿芒、擎天蕨、雪仙草、扫雪花、蜢蚱参、上树细辛草、青蕨、金花草、大金花草、乌韭、石发、地柏枝、雉鸡尾、小鸡尾草、细叶狼箕、花叶凤尾草、乌竹、墙柏、细叶凤凰尾、土黄连、孔雀尾、万能解毒草、苦黄连,微苦、寒,肝、肺、大肠,清热、解毒、利湿、止血,"['风热感冒', '中暑发痧', '泄泻', '痢疾', '白浊', '白带', '咳嗽', '吐血', '便血', '尿血', '牙疳', '痈肿']"
倒水莲,0,金鸡尾,苦、寒,肝、大肠,0,"['疟疾寒热', '湿热发黄', '头晕', '目疼及腹痛泻痢']"
地榆,0,黄瓜香、玉札、山枣子、白地榆、鼠尾地榆、涩地榆、马连鞍薯、山红枣根、赤地愉、紫地榆、枣儿红、岩地芨、红地榆、水橄榄根、花椒地输、线形地榆、水槟榔、山枣参、黄根子、蕨苗参、酸赭、豚榆系、西地榆、地芽、野升麻、马连鞍、花椒地榆、血箭草,苦、酸、寒,肝、大肠,凉血、止血、解毒、敛疮,"['便血', '痔血', '血痢', '崩漏', '水火烫伤', '痈肿疮毒']"
穿心莲,0,榄核莲、一见喜、斩舌剑、苦草、苦胆草、四方草、春莲秋柳、斩蛇剑、圆锥须药草、日行千里、四方莲、金香草、金耳钩、春莲夏柳、印度草、万病仙草、四支邦、槛核莲、斩龙剑,苦、寒,心、肺、大肠、膀胱,清热、解毒、凉血、消肿,"['感冒发热', '咽喉肿痛', '口舌生疮', '顿咳劳嗽', '泄泻痢疾', '热淋涩痛', '痈肿疮疡', '毒蛇咬伤']"
冬瓜子,0,白瓜子、瓜子、瓜瓣、冬瓜仁、瓜犀,甘、寒,肺、大肠,清肺、化痰、排脓,"['适肺热咳嗽', '肺痈', '肠痈等症']"
川层草,0,献鸡尾、舟山碎米蕨、细凤尾草、凤凰路鸡、铁线路鸡、善鸡尾、斑鸠尾、血草、闭尺、小本马脚蕨、细叶金鸡尾,微苦、寒,肾、膀胱、大肠,清热、利湿、解毒,"['湿热黄疸', '泄泻', '痢疾', '小便涩痛', '咽喉肿痛', '痈肿疮疖', '毒蛇咬伤']"
地涌金莲,0,毛果矮蕉、地金莲、地涌莲、地莲花,苦、涩、寒,大肠,止带、止血,"['白带', '崩漏', '便血']"
地肤苗,0,扫帚苗,苦、寒,肝、脾、大肠,清热、解毒、利尿、通淋,"['赤白痢', '泄泻', '热淋', '目赤', '雀盲', '皮肤风热赤肿']"
藏鮡胆,1,巴格里,苦、寒,心、肝,解毒、消肿、退翳、明目,"['疮疡肿毒', '烫火伤', '目生翳障']"
地丁,1,箭头草、羊角子、独行虎、地丁草、如意草,苦、寒,心、肝,清热、利湿、解毒、消肿,"['疔疮', '痈肿', '瘰疬', '黄疸', '痢疾', '腹泻', '目赤', '喉痹', '毒蛇咬伤']"
藏红花,1,撒法即,甘、平,心、肝,活血、化瘀、散郁、开结,"['忧思郁结', '胸膈痞闷', '吐血', '伤寒发狂', '惊怖恍惚', '妇女经闭', '产后瘀血腹痛', '跌扑肿痛']"
穇穗莎草,1,三角草,苦、凉,心、肝,活血、止血,['血热出血兼有瘀滞者']
铁棒锤茎叶,1,0,苦、辛、温,心、肺,解毒、消肿、止痛,"['跌打损伤', '刀伤', '痈肿', '疮疖']"
倒钩刺,1,小乌泡、小倒钩刺、刺黄连、刺茶、散血草、绊脚刺、小黄泡刺,甘、微酸、平,心、肝,清热、解毒、除湿、止痢、驱蛔,"['扁桃体炎', '急性结合膜炎', '腮腺炎', '乳腺炎', '无名肿毒', '风湿痹痛', '痢疾', '蛔虫症']"
